location_name,address,province,city,latitude,longitude,type,category
Bandung - Grutty Cibaduyut 60,Jl. Cibaduyut No.60,JAWA BARAT,BANDUNG,-6.9508274,107.5936276,ATM (Tarik Tunai),ATM
Bandung - Grutty Cibaduyut 66,Jl. Cibaduyut No.66,JAWA BARAT,BANDUNG,-6.951695,107.5933038,ATM (Tarik Tunai),ATM
Bandung - Holis Junction,Jl. Holis No.46 Bandung,JAWA BARAT,BANDUNG,-6.940655748,107.567954,ATM (Tarik Tunai),ATM
Bandung - Hotel Guci,Jl. Pasir Kaliki no 53 - 55,JAWA BARAT,BANDUNG,-6.911122,107.597748,ATM (Tarik Tunai),ATM
Bandung - Hotel Intercontinental,Jl. Resor Dago pakar Raya 2 B,JAWA BARAT,BANDUNG,-6.866753,107.641983,ATM (Tarik Tunai),ATM
Bandung - Hotel Papandayan,Jl. Gatot Subroto ,JAWA BARAT,BANDUNG,-6.9227771,107.6245939,ATM (Tarik Tunai),ATM
Bandung - Indah Plaza,Jl. Merdeka No.52 ,JAWA BARAT,BANDUNG,-6.908667,107.6107,ATM (Tarik Tunai),ATM
Bandung - Indogrosir,Jl. Ahmad Yani No.806,JAWA BARAT,BANDUNG,-6.9028356,107.6550205,ATM (Tarik Tunai),ATM
Bandung Barat - Indomaret Batujajar,Jl. Raya Batujajar No. 246,JAWA BARAT,BANDUNG BARAT,-6.8810815,107.5041911,ATM (Tarik Tunai),ATM
Bandung - Indomaret Ciburuy,Jl. Raya Padalarang No. 273,JAWA BARAT,BANDUNG,-6.834866,107.469013,ATM (Tarik Tunai),ATM
Bandung - Indomaret Cimerang (TIDP),Jl. Raya batujajar Rt 01 Rw 03,JAWA BARAT,BANDUNG,-6.8683287,107.5027423,ATM (Tarik Tunai),ATM
Bandung - Indomaret Cimindi 264 (T6VB),Jl. Jend H amir Machmud,JAWA BARAT,BANDUNG,-6.89170922,107.5577493,ATM (Tarik Tunai),ATM
Bandung - Indomaret Gerlong Hilir 172 (TFRG),Jl. Gegerkalaong hilir lebak I ,JAWA BARAT,BANDUNG,-6.867809465,107.580777,ATM (Tarik Tunai),ATM
Bandung - Indomaret Giri Asih (TZY8),Jl. Raya batujajar Cankorah No 1 ,JAWA BARAT,BANDUNG,-6.8985875,107.5023674,ATM (Tarik Tunai),ATM
Bandung - Indomaret Guruminda (FKTQ),Jl. Cisaranten Kulon,JAWA BARAT,BANDUNG,-6.935341,107.678508,ATM (Tarik Tunai),ATM
Cimahi - Indomaret kerkof (FSQG),Jl. Kerkof no 71,JAWA BARAT,CIMAHI,-6.904815,107.526758,ATM (Tarik Tunai),ATM
Bandung - Indomaret Panyileukan (F346),Jl. Raya Panyileukan Blok D2 N0.4,JAWA BARAT,BANDUNG,-6.941111911,107.7142405,ATM (Tarik Tunai),ATM
Bandung - Indomaret Patal Banjaran (FAZH),Jl. Raya Banjaran No 571,JAWA BARAT,BANDUNG,-7.026424,107.594397,ATM (Tarik Tunai),ATM
Bandung - Kartika Sari Dago,Jl. Ir. H Juanda No. 85-87,JAWA BARAT,BANDUNG,-6.897467,107.6126,ATM (Tarik Tunai),ATM
Bandung Barat - Kawasan Industri Cimareme,Jl. Industri Cimareme No 12 A,JAWA BARAT,BANDUNG BARAT,-6.86508931,107.4931471,ATM (Tarik Tunai),ATM
Bandung - Komplek Pinus Regency,Jl. Soekarno - Hatta,JAWA BARAT,BANDUNG,-6.9370052,107.684486,ATM (Tarik Tunai),ATM
Bandung - Metro Indah Mall,Jl. Soekarno Hatta No 590,JAWA BARAT,BANDUNG,-6.9432202,107.6585564,ATM (Tarik Tunai),ATM
Bandung - Miko Mall,Jl. Kopo No. 599,JAWA BARAT,BANDUNG,-6.9605625,107.580998,ATM (Tarik Tunai),ATM
Bandung - Mustika Hegar Regency,Jl. Margacinta No 99 Bandung Kav RTG-10,JAWA BARAT,BANDUNG,-6.9552266,107.6521675,ATM (Tarik Tunai),ATM
Bandung - Paris Van Java,Jl. Sukajadi No. 137-139,JAWA BARAT,BANDUNG,-6.889622347,107.5961118,ATM (Tarik Tunai),ATM
Bandung - Pasar Induk Gede Bage,Jl. Soekarno Hatta No 827 ,JAWA BARAT,BANDUNG,-6.933240789,107.6970955,ATM (Tarik Tunai),ATM
Bandung - Pikiran Rakyat,Jl. Asia Afrika Bandung,JAWA BARAT,BANDUNG,-6.92148,107.61034,ATM (Tarik Tunai),ATM
Sumedang - Plaza Asia Sumedang,Jl. Mayor Abdurahman No 225,JAWA BARAT,SUMEDANG,-6.835824,107.929437,ATM (Tarik Tunai),ATM
Bandung Barat - PT CRI,Jl. Cihanjuang Km 46 No 156,JAWA BARAT,BANDUNG BARAT,-6.845826614,107.5712701,ATM (Tarik Tunai),ATM
Bandung - PT Filamenindo,Jl. Raya Cicalengka Km. 3,JAWA BARAT,BANDUNG,-7.0030506,107.8130635,ATM (Tarik Tunai),ATM
Bandung - PT Gistex Bandung,Jl. Panyawungan KM19 Cileunyi,JAWA BARAT,BANDUNG,-6.946492,107.753422,ATM (Tarik Tunai),ATM
Cimahi - PT Gistex Nanjung,Jl. Raya Nanjung No 82,JAWA BARAT,CIMAHI,-6.937446,107.537264,ATM (Tarik Tunai),ATM
Bandung - PT Inti,"Jl. Moh Toha No, 77",JAWA BARAT,BANDUNG,-6.93844,107.606383,ATM (Tarik Tunai),ATM
Bandung Barat - PT Royal Abadi Sejahtera,Jl. Raya Cimareme No 275,JAWA BARAT,BANDUNG BARAT,-6.861676,107.501063,ATM (Tarik Tunai),ATM
Bandung - PT Superbtex,Jl. Raya Banjaran KM. 15.3,JAWA BARAT,BANDUNG,-7.029552785,107.5938632,ATM (Tarik Tunai),ATM
Bandung - PT Yoosung,Jl. Raya cicalengka majalaya 222,JAWA BARAT,BANDUNG,-7.015121,107.801501,ATM (Tarik Tunai),ATM
Bandung Barat - Pujasera Sariwangi,Jl. Raya Sariwangi No 125,JAWA BARAT,BANDUNG BARAT,-6.863526,107.569711,ATM (Tarik Tunai),ATM
Bandung - Rest Area Km 147 Tol Purbaleunyi Bandung,Jl. Tol Purbaleunyi Bandung,JAWA BARAT,BANDUNG,-6.9676182,107.6811672,ATM (Tarik Tunai),ATM
Bandung - RS Boromeus,Jl. Ir . H. Juanda No.100,JAWA BARAT,BANDUNG,-6.8937774,107.6141006,ATM (Tarik Tunai),ATM
Cimahi - RS Mitra Anugrah Lestari,Jl. Cibaligo No 76,JAWA BARAT,CIMAHI,-6.900724,107.555917,ATM (Tarik Tunai),ATM
Bandung Barat - Ruko Nanjung Cipatik,Jl. Raya Terusan Cipatik Soreang Rt 02 Rw 06 Bandung,JAWA BARAT,BANDUNG BARAT,-6.945037507,107.5175936,ATM (Tarik Tunai),ATM
Bandung - Rumah Mode Factory Outlet,Jl. Setiabudi No 41,JAWA BARAT,BANDUNG,-6.883031667,107.5993767,ATM (Tarik Tunai),ATM
Bandung Barat - Samsat KBB,Jl. Raya Cimareme no 203,JAWA BARAT,BANDUNG BARAT,-6.8638984,107.5072928,ATM (Tarik Tunai),ATM
Bandung - Sekolah Harapan Kasih,Jl. Raden Rangga Kencana,JAWA BARAT,BANDUNG,-6.952873,107.603275,ATM (Tarik Tunai),ATM
Cimahi - Sinar Continental,Jl. Raya Industri 2 No. 20,JAWA BARAT,CIMAHI,-6.9125287,107.5429494,ATM (Tarik Tunai),ATM
Bandung - SPBU 31-40201 Kiara Condong Bandung,Jl. Ibrahinm Ajie No. 230,JAWA BARAT,BANDUNG,-6.9408811,107.6418879,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40102 Wastukencana,Jl. Wastukencana No 36,JAWA BARAT,BANDUNG,-6.90438,107.606951,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40106 Cibereum,Jl. Raya Cibereum No 60,JAWA BARAT,BANDUNG,-6.902316,107.564743,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40115 Abdulrahman Saleh,Jl. Abdul Rahman Saleh,JAWA BARAT,BANDUNG,-6.906899,107.585892,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40128 Suropati,Jl. Suropati No 119,JAWA BARAT,BANDUNG,-6.899289,107.627134,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40131 Garuda,Jl. Garuda No 2,JAWA BARAT,BANDUNG,-6.909753,107.578083,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40133 Riau,"Jl. RE Martadinata No.79, RT 03/08",JAWA BARAT,BANDUNG,-6.90578,107.618438,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40134 Paskal,Jl. Pasir Kaliki No. 223,JAWA BARAT,BANDUNG,-6.8981446,107.5970224,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40135 Surya Sumantari,Jl. Surya Sumantri No 36,JAWA BARAT,BANDUNG,-6.889039,107.581504,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40201 Soekarno Hatta,Jl. Sukarno Hatta No 55,JAWA BARAT,BANDUNG,-6.939756,107.662561,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40222 Moch Toha,Jl. Moch Toha No 168,JAWA BARAT,BANDUNG,-6.9829874,107.620811,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40227 Pasir Koja,Jl. Terusan Pasir Koja no 351,JAWA BARAT,BANDUNG,-6.929273,107.579661,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40229 Batujajar,Jl. Raya Batujajar,JAWA BARAT,BANDUNG,-6.8914658,107.503518,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40256 Panghegar,Jl. PETA No 142 - 144,JAWA BARAT,BANDUNG,-6.934782,107.592588,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40259 Sudirman 793,Jl. Jendral Sudirman no.793,JAWA BARAT,BANDUNG,-6.914134933,107.5707969,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40311 Kamasan,Jl. Raya Kamasan Banjaran,JAWA BARAT,BANDUNG,-7.043377,107.565478,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40315 Cikalang,Jl. Cileunyi,JAWA BARAT,BANDUNG,-6.939616,107.741516,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40316 Kulalet,Jl. Raya Banjaran no 266,JAWA BARAT,BANDUNG,-7.0061377,107.6148651,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40602 Cibiru,Jl. Soekarno Hatta-Bypass,JAWA BARAT,BANDUNG,-6.935706,107.714207,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40903 Terusan kopo,Jl. Terusan Kopo,JAWA BARAT,BANDUNG,-7.009991,107.550582,ATM (Tarik Tunai),ATM
Bandung - SPBU 34-40906 Gajah Mekar,Jl. Terusan Soreang Cipatik,JAWA BARAT,BANDUNG,-6.9800716,107.5339856,ATM (Tarik Tunai),ATM
Sumedang - SPBU 34-45307 Ciburaleng,Jl. Raya Rancaekek,JAWA BARAT,SUMEDANG,-6.9660994,107.8181201,ATM (Tarik Tunai),ATM
Bandung - SPBU Kota Baru Parahyangan,Jl. Panyawangan Kav 3 Kota Baru Parahyanagan,JAWA BARAT,BANDUNG,-6.85616648,107.4910297,ATM (Tarik Tunai),ATM
Bandung - SPBU Lingkar Selatan,Jl. Laswi No. 136 -140,JAWA BARAT,BANDUNG,-6.923567,107.627867,ATM (Tarik Tunai),ATM
Bandung - STISI Telkom Bandung,Jl. Telekomunikasi No 1 Terusan Buah Batu Bandung ,JAWA BARAT,BANDUNG,-6.9731044,107.6332771,ATM (Tarik Tunai),ATM
Bandung - Superindo,Jl. Ir.H.Juanda No.40-42,JAWA BARAT,BANDUNG,-6.901776,107.612156,ATM (Tarik Tunai),ATM
Bandung - Toserba Borma Bojosoang,Jl. Raya Bojongsoang Cijagra,JAWA BARAT,BANDUNG,-6.9852044,107.6328567,ATM (Tarik Tunai),ATM
Cimahi - Toserba Borma Rancabelut,Jl. Raya Barat No 822 Rt 003/11,JAWA BARAT,CIMAHI,-6.8689104,107.5317439,ATM (Tarik Tunai),ATM
Bandung - Transmart Buah Batu,Jl. Raya Bojongsoang no 259,JAWA BARAT,BANDUNG,-6.967234,107.638894,ATM (Tarik Tunai),ATM
Bandung - World KNK Surya Anugerah,Jl. Cibulerang No 47,JAWA BARAT,BANDUNG,-6.952894,107.581133,ATM (Tarik Tunai),ATM
Bandung - Yogya Banjaran,Jl. Raya Banjaran,JAWA BARAT,BANDUNG,-7.048017,107.587783,ATM (Tarik Tunai),ATM
Bandung - Yogya Batununggal,Jl. Batu Nunggal Indah I No.21,JAWA BARAT,BANDUNG,-6.953117,107.627733,ATM (Tarik Tunai),ATM
Bandung - Yogya Ciumbuleuit,Jl. Ciumbuleuit No.147 ,JAWA BARAT,BANDUNG,-6.87583,107.604297,ATM (Tarik Tunai),ATM
Bandung - Yogya Gatsu,Jl. Jend.Gatot Subroto 299 ,JAWA BARAT,BANDUNG,-6.928295,107.6375926,ATM (Tarik Tunai),ATM
Bandung - Yogya Griya Uber,Jl. Ujung Berung No. 229,JAWA BARAT,BANDUNG,-6.91508248,107.7040406,ATM (Tarik Tunai),ATM
Bandung - Yogya Kopo,Jl. Raya Kopo Cirangrang No.618 ,JAWA BARAT,BANDUNG,-6.959128,107.580012,ATM (Tarik Tunai),ATM
Bandung - Yogya Pahlawan,Jl. Pahlawan No. 17 ,JAWA BARAT,BANDUNG,-6.9000782,107.6342588,ATM (Tarik Tunai),ATM
Bandung - Yogya Sunda,Jl. Sunda No.60,JAWA BARAT,BANDUNG,-6.9179793,107.6182306,ATM (Tarik Tunai),ATM
Bogor - Alfamart Cileungsi Jonggol,"Jl. Raya Cileungsi Jonggol Km. 1, Gg Melati III, No. 24 Rt / Rw : 01 / 01",JAWA BARAT,BOGOR,-6.407467,106.978183,ATM (Tarik Tunai),ATM
Bogor - Alfamart Pasar Bersih Sentul (X641),"Jl. Alternatif Victoria, Ruko Pasar Bersih Sentul Blok B No. 3 & 5, RT. 03 RW. 03",JAWA BARAT,BOGOR,-6.563685,106.863977,ATM (Tarik Tunai),ATM
Bogor - Alfamart Raya Tajur 5 (X778),"Jl. Raya Tajur No. 79, Rt. 03 Rw. 03, Kp. Bantar Pete",JAWA BARAT,BOGOR,-6.628246546,106.823544,ATM (Tarik Tunai),ATM
Bogor - Alfamart Rumpin Argawarna (X539),Jl. Rumpin Ruko Bale Tirtawarna Blok RC3-6-7-8 ,JAWA BARAT,BOGOR,-6.380539,106.632863,ATM (Tarik Tunai),ATM
Bogor - Alfamart Simpang Kedep,Jl. Raya Semen Cibinong No. 40 Rt/Rw : 007/002,JAWA BARAT,BOGOR,-6.451168,106.918589,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Alfalah (UC79),Jl. Raya AL Falah Cikaret RT. 004/ 005 Cibinong,JAWA BARAT,BOGOR,-6.4598323,106.8402758,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Bangbarung (SC87),Jl. Bangbarung Bogor Utara,JAWA BARAT,BOGOR,-6.581791,106.816556,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Bogor Baru (SA78),Jl. Bogor Baru Raya  RT. 008 RW. 009 Tegal Lega,JAWA BARAT,BOGOR,-6.591888,106.8103773,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Cibatok Franchise (UC58),Jl. Raya Cibungbulang-Kp. Babakan Cibatok RT. 02 RW. 04,JAWA BARAT,BOGOR,-6.574844,106.661712,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Cilangkap (MA72),"Jl. Raya Parung Panjang, Lumpang",JAWA BARAT,BOGOR,-6.3551663,106.556542,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Citra Indah 2 (VC06),Perum citra indah blok T no. 26-27  Jonggol,JAWA BARAT,BOGOR,-6.456137,107.042548,ATM (Tarik Tunai),ATM
Bogor - Alfamidi H. Mawi (SH81),Jl. Raya H Mawi RT.004 RW. 005 DS. Waru Jaya Parung,JAWA BARAT,BOGOR,-6.4257401,106.7263542,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Harjasari,Jl. Raya Puncak No. 249 Rt. 05 Rw. 06,JAWA BARAT,BOGOR,-6.6632,106.855983,ATM (Tarik Tunai),ATM
Bogor - Alfamidi IPB Bogor,Jl. S. Efendi Mayor Rt.004/Rw.067,JAWA BARAT,BOGOR,-6.559397,106.731704,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Jonggol (VC61),Jl. Raya jonggol kel. Sukamaju,JAWA BARAT,BOGOR,-6.46609,107.060426,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Kapten Yusuf (SH58),Jl. Kapten Yusuf RT. 005 RW. 04 Cikaret,JAWA BARAT,BOGOR,-6.614556,106.787838,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Karanggan (VC88),Jl. Karanggan No 81 RT 002 RW 003,JAWA BARAT,BOGOR,-6.47522,106.873465,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Kavling Somerset (UC02),Jl. Kav.Somerset Blok N 08 No.003 Kota Wisata Cibubur,JAWA BARAT,BOGOR,-6.365254,106.961484,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Kayu Manis (SH60),Jl. Pabuaran Cimanggis,JAWA BARAT,BOGOR,-6.534426,106.782863,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Kradenan (SH47),Jl. Kradenan - Sukahati Kaum Pandak RT 01 RW 05,JAWA BARAT,BOGOR,-6.514337,106.807466,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Legenda Wisata (MC56),Legenda Wisata Blok JE No.01-02,JAWA BARAT,BOGOR,-6.3968391,106.9431107,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Mandala Pomad (MH06),Jl. Raya Asrama Pomad RT 001 RW 01 Karadenan,JAWA BARAT,BOGOR,-6.522455,106.815606,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Pabuaran Citayam (MH08),Jl. KP. Pabuaran RT.001 RW. 013  Pabuaran Bojong Gede,JAWA BARAT,BOGOR,-6.4603168,106.7966082,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Pahlawan Citeureup (UC77),Jl. Pahlawan Citeureup RT. 04 RW. 03,JAWA BARAT,BOGOR,-6.493084,106.878179,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Parung Panjang,Jl. Parung Panjang Rt.002 / Rw. 01,JAWA BARAT,BOGOR,-6.3415837,106.5697566,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Perum Gaperi (SH46),Jl. Perum Gaperi Kp. Kedung Jiwa RT. 02 RW. 06,JAWA BARAT,BOGOR,-6.4966776,106.7997093,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Raya Kamurang (MC31),Jl. Raya Mayor Oking (kamurang) RT. 003/015 Citeureup,JAWA BARAT,BOGOR,-6.47656,106.884014,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Ruko Mandala (NC13),Jl. Mandala Raya Rt 002 Rw 009 Damara Village,JAWA BARAT,BOGOR,-6.544358,106.821706,ATM (Tarik Tunai),ATM
Bogor - Alfamidi Sukahati 2 (MC82),Jl. Raya Pemda-Raya Sukahati Gg. Anggrek (Pangrango),JAWA BARAT,BOGOR,-6.49261,106.81353,ATM (Tarik Tunai),ATM
Bogor - ATM Center Grand Kahuripan,Jl. Raya Klapanunggal No.616 Klapanunggal Cileungsi,JAWA BARAT,BOGOR,-6.452086,106.958277,ATM (Tarik Tunai),ATM
Bogor - ATM Center Honda Dealova,Jl. Raya Ragajaya Parung 53-31,JAWA BARAT,BOGOR,-6.447878,106.782482,ATM (Tarik Tunai),ATM
Bogor - ATM Center Limus Pratama,Jl. Palem Limus Pratama,JAWA BARAT,BOGOR,-6.361774243,106.9755523,ATM (Tarik Tunai),ATM
Bogor - ATM Center Roda Pembangunan,Jl. Roda Pembangunan Nanggewer Cibinong,JAWA BARAT,BOGOR,-6.514218,106.824807,ATM (Tarik Tunai),ATM
Bogor - ATM Center Sakura Regency,Jl. Letda Nasir,JAWA BARAT,BOGOR,-6.321667,106.9692,ATM (Tarik Tunai),ATM
Bogor - ATM Center Syafa Mandiri Motor,"Jl. Raya Cilebut, RT 2 / 03 Cilebut Timur",JAWA BARAT,BOGOR,-6.53312936,106.7999623,ATM (Tarik Tunai),ATM
Bogor - ATM Center Taman Jajan Kabasiran,Jl. Raya Dago Kampung Kabasiran Parung Pajang,JAWA BARAT,BOGOR,-6.3582364,106.5830695,ATM (Tarik Tunai),ATM
Bogor - ATM Center Yoehan Busana Wanaherang,Jl. Mercedes Benz No. 38 Wanaherang,JAWA BARAT,BOGOR,-6.417285935,106.9368962,ATM (Tarik Tunai),ATM
Bogor - Bellanova Mall,"Jl. MH. Thamrin, Bellanova Country Mall GS-3 No. 2",JAWA BARAT,BOGOR,-6.566059,106.844829,ATM (Tarik Tunai),ATM
Bogor - Bogor Trade Mall GF,Jl. Juanda No. 68 ,JAWA BARAT,BOGOR,-6.605083,106.796217,ATM (Tarik Tunai),ATM
Bogor - Bogor Trade World,Jl. Veteran No. 27,JAWA BARAT,BOGOR,-6.595948429,106.7857968,ATM (Tarik Tunai),ATM
Bogor - Bukaka,Jl. Raya Bekasi Cibinong Km 19.5,JAWA BARAT,BOGOR,-6.3898427,106.9682141,ATM (Tarik Tunai),ATM
Bogor - Cibinong City Mall,Jl. Raya Tegar Beriman No.1,JAWA BARAT,BOGOR,-6.484355,106.843178,ATM (Tarik Tunai),ATM
Bogor - Cibinong Mall,Jl. Mayor Oking No.11,JAWA BARAT,BOGOR,-6.4805,106.861917,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Cibubur Kota Wisata,"Komp. Ruko Sentra Eropa, Ruko Travalgar Blok G1 & 2 Kota Wisata Cibubur",JAWA BARAT,BOGOR,-6.368633,106.956467,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Cileungsi,Ruko Griya Kenari Mas Blok B1 No.20,JAWA BARAT,BOGOR,-6.409432469,106.9615518,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Cisalak,Jl. Raya Jakarta Bogor Km31.5 RM Tape Uli,JAWA BARAT,BOGOR,-6.377044,106.864414,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Juanda,Jl. Ir. H.Juanda No.12 ,JAWA BARAT,BOGOR,-6.595933,106.7938,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Mayor Oking,Jl. Mayor Oking No.27 Blok A 4-6,JAWA BARAT,BOGOR,-6.466812,106.856687,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Pajajaran,Jl. Pajajaran No.33,JAWA BARAT,BOGOR,-6.593883,106.804817,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga Plaza Niaga Sentul,Plaza Niaga Sentul I Blok A No. 1 Sentul City,JAWA BARAT,BOGOR,-6.571686204,106.8625653,ATM (Tarik Tunai),ATM
Bogor - CIMB Niaga V Point,Jl. Pajajaran No. 1 ZA & ZB,JAWA BARAT,BOGOR,-6.621757,106.817256,ATM (Tarik Tunai),ATM
Bogor - Citra Indah Cileungsi,Jl. Raya Jonggol Km. 23.2,JAWA BARAT,BOGOR,-6.4352998,107.050293,ATM (Tarik Tunai),ATM
Bogor - Darul Qur'an Mulia,Jl. Puspiptek Pembangunan Gunung Sindur,JAWA BARAT,BOGOR,-6.375526,106.680909,ATM (Tarik Tunai),ATM
Bogor - Digital Lounge AEON Sentul,"Jl. MH Thamrin, Aeon Mall Sentul, Unit B1-20",JAWA BARAT,BOGOR,-6.567222087,106.8575181,ATM (Tarik Tunai),ATM
Bogor - Digital Lounge Botani Square,Jl. Raya Pajajaran,JAWA BARAT,BOGOR,-6.601475,106.806225,ATM (Tarik Tunai),ATM
Bogor - Fresh Market Kota Wisata,Jl. Boulevard Kota Wisata Ciangsana,JAWA BARAT,BOGOR,-6.365086,106.9578883,ATM (Tarik Tunai),ATM
Bogor - Gapura Indah (Bukit Cimanggu Villa),Jl. Raya Baru No. 1 Bukit Cimanggu City,JAWA BARAT,BOGOR,-6.555713617,106.7831394,ATM (Tarik Tunai),ATM
Bogor - Golf Bogor Raya Estate,Jl. Danau Bogor Raya,JAWA BARAT,BOGOR,-6.598475,106.836413,ATM (Tarik Tunai),ATM
Bogor - Gunung Geulis Country Club,Jl. Pasir Angin,JAWA BARAT,BOGOR,-6.624810021,106.8617633,ATM (Tarik Tunai),ATM
Bogor - Indomaret Abdul Ghani Cilodong (TNXJ),Jl. Raya H.Abdul Ghani No.63,JAWA BARAT,BOGOR,-6.44090008,106.842971,ATM (Tarik Tunai),ATM
Bogor - Indomaret Air Mancur Bogor,"Jl. Jenderal Sudirman No.58 RT.01/03 Sempur, Central Bogor.",JAWA BARAT,BOGOR,-6.582215378,106.7969427,ATM (Tarik Tunai),ATM
Bogor - Indomaret Bogor Permai (F36C),Bogor Raya Permai Fbx.2 No.1&2,JAWA BARAT,BOGOR,-6.552161,106.772635,ATM (Tarik Tunai),ATM
Bogor - Indomaret Bukit Cimanggu City (FYF6),Green Land Residence Ruko Dd 2 No.21-22 Rt 05/11,JAWA BARAT,BOGOR,-6.542442,106.786254,ATM (Tarik Tunai),ATM
Bogor - Indomaret Bukit Cimanggu Villa (F585),Bukit Cimanggu Villa Blok.A2 No.10-11,JAWA BARAT,BOGOR,-6.554126,106.78216,ATM (Tarik Tunai),ATM
Bogor - Indomaret Bukit Dago (RF9N),Ruko Bukit Dago Blok AA6 No.30,JAWA BARAT,BOGOR,-6.364855,106.701476,ATM (Tarik Tunai),ATM
Bogor - Indomaret Bukit Waringin (F93P),Perum Bukit Waringin Blok Gi No: 02 Rt 008 / Rw 01,JAWA BARAT,BOGOR,-6.494509,106.786894,ATM (Tarik Tunai),ATM
Bogor - Indomaret Ceriamart Villa Mutiara (R105),Jl. Kh A. Sya Yani Sumurwangi Rt 03 Rw 05,JAWA BARAT,BOGOR,-6.522645,106.77735,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cibadung Gunung Sindur (F6JC),Jl. Kampung Cibadung Rt.001 Rw.001 Gunung Sindur,JAWA BARAT,BOGOR,-6.386275,106.675378,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cibubur Country 2 (FZA6),Jl. Ruko Perum Cibubur Country Blok RBOJ No. 39 - 50 RT. 001 RW. 020,JAWA BARAT,BOGOR,-6.3936366,106.9319388,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cibunar Parung Panjang (TIDD),Jl. Cibunar Parung Panjang,JAWA BARAT,BOGOR,-6.344825592,106.5590824,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cicadas Wanaherang (FWL8),Jl. Raya Cicadas RT 02 RW 04,JAWA BARAT,BOGOR,-6.434558,106.926244,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cicangkal (FWEG),Jl. Raya Cicangkal Rt.003 Rw.001 Kp.Peusar ,JAWA BARAT,BOGOR,-6.384866,106.631688,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cifor Bogor (TCBY),"Jl. H. Encep Nawawi, Bubulak, Bogor Barat.",JAWA BARAT,BOGOR,-6.56889,106.754521,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cikabon (THG2),"Jl. Raya Bunar Sudamanik, Kp. Cikabon Rt 003 / Rw 002 ",JAWA BARAT,BOGOR,-6.349516,106.55869,ATM (Tarik Tunai),ATM
Bogor - Indomaret Cikahuripan Mas (T0PP),Jl. Raya Klapanunggal kp.cibeber rt.016/rw.006 ,JAWA BARAT,BOGOR,-6.447714,106.975995,ATM (Tarik Tunai),ATM
Bogor - Indomaret Ciseeng (FC56),Jl. H. Usa RT.01 RW.01 Ciseeng,JAWA BARAT,BOGOR,-6.443034,106.693059,ATM (Tarik Tunai),ATM
